"actor_id","actors_name","string_to_array"
107,"Gina Degeneres","{""Sci-Fi : 7"",""Foreign : 2"",""Animation : 4"",""Games : 1"",""Music : 4"",""Children : 2"",""Comedy : 3"",""Classics : 2"",""Documentary : 3"",""Sports : 2"",""Horror : 1"",""Travel : 1"",""Drama : 2"",""Action : 3"",""Family : 4"",""New : 1""}"
108,"Warren Nolte","{""Comedy : 1"",""Games : 2"",""Classics : 2"",""Music : "",""5Horror : 3"",""Animation : "",""5Sports : 2"",""Travel : 2"",""Documentary : 3"",""Sci-Fi : 3"",""Foreign : 2"",""New : 2"",""Drama : 2""}"
109,"Sylvester Dern","{""Family : 2"",""Animation : 1"",""Games : 1"",""Action : 1"",""New : 1"",""Sci-Fi : 2"",""Comedy : 1"",""Sports : 1"",""Classics : 2"",""Music : 2"",""Children : 4"",""Travel : 1"",""Documentary : 2"",""Horror : 1""}"
110,"Susan Davis","{""Foreign : 3"",""Music : 1"",""Travel : 1"",""Action : 3"",""Drama : 1"",""Sports : 2"",""Sci-Fi : 3"",""Horror : 1"",""Classics : 1"",""Children : 2"",""Documentary : 3""}"
111,"Cameron Zellweger","{""Games : 4"",""Horror : 1"",""Classics : 3"",""Documentary : 2"",""Action : 3"",""Family : 3"",""Travel : 1"",""Comedy : 2"",""Foreign : 2"",""Animation : 3"",""Sports : 2"",""New : 1"",""Children : 1"",""Drama : 5""}"
112,"Russell Bacall","{""Classics : 1"",""Drama : 4"",""Travel : 1"",""Games : 1"",""Comedy : 2"",""Children : 1"",""Foreign : 1"",""Horror : 2"",""Family : 4"",""Action : 1"",""Animation : 1"",""Sci-Fi : 3"",""Sports : 3""}"
113,"Morgan Hopkins","{""Action : 4"",""Travel : "",""5Sci-Fi : 1"",""Family : 1"",""Music : 1"",""Horror : 2"",""Comedy : 1"",""Foreign : 3"",""Sports : 3"",""Classics : 3"",""Drama : 3""}"
114,"Morgan Mcdormand","{""Children : 2"",""Action : 3"",""Foreign : 2"",""Comedy : 1"",""Documentary : 1"",""New : 4"",""Games : 2"",""Horror : 1"",""Classics : 1"",""Sports : "",""5Travel : 1"",""Drama : 1"",""Family : 1""}"
115,"Harrison Bale","{""Horror : 3"",""New : 3"",""Documentary : 2"",""Drama : 1"",""Sports : 2"",""Children : 1"",""Sci-Fi : 3"",""Comedy : 1"",""Games : 1"",""Animation : 4"",""Family : 2"",""Foreign : 5""}"
116,"Dan Streep","{""Horror : 1"",""Action : 1"",""Children : 1"",""Sci-Fi : 1"",""Sports : 3"",""Travel : 3"",""Documentary : 3"",""Foreign : 2"",""New : 3"",""Comedy : 1"",""Games : 2"",""Animation : 1"",""Music : 2""}"
117,"Renee Tracy","{""Children : 3"",""Sci-Fi : 2"",""Sports : 3"",""Comedy : 1"",""Classics : 3"",""Documentary : 2"",""Foreign : "",""5Action : 2"",""Travel : 4"",""Family : 4"",""Drama : 1"",""Music : 1"",""Animation : 1"",""Games : 1""}"
118,"Cuba Allen","{""Foreign : 4"",""Drama : 1"",""Sci-Fi : "",""5Documentary : 1"",""Comedy : 1"",""Travel : 2"",""Sports : 1"",""Games : 1"",""Children : 3"",""Family : 2"",""New : 2"",""Music : 1"",""Horror : 1""}"
119,"Warren Jackman","{""Music : 3"",""Horror : 1"",""Travel : 2"",""Children : 2"",""Sports : 2"",""New : 1"",""Documentary : 2"",""Animation : 2"",""Action : 2"",""Games : 2"",""Sci-Fi : 2"",""Drama : 6"",""Comedy : 2"",""Foreign : 3""}"
120,"Penelope Monroe","{""Family : 4"",""Action : 3"",""Horror : 2"",""Children : 3"",""Games : 1"",""New : 3"",""Sports : 2"",""Animation : 2"",""Travel : 4"",""Music : 1"",""Foreign : 2""}"
121,"Liza Bergman","{""Classics : 2"",""Music : 4"",""Family : 2"",""Sports : 1"",""Drama : 3"",""Horror : 3"",""New : 1"",""Sci-Fi : 2"",""Foreign : 3"",""Games : 2"",""Documentary : 1"",""Animation : 1""}"
122,"Salma Nolte","{""Classics : 1"",""Music : "",""5Sci-Fi : 1"",""Action : 2"",""Horror : 1"",""Children : 3"",""New : 1"",""Games : 2"",""Animation : 4"",""Family : 2"",""Travel : 1"",""Foreign : 2""}"
123,"Julianne Dench","{""Horror : 2"",""Sci-Fi : 3"",""New : 1"",""Animation : 3"",""Documentary : 4"",""Family : 3"",""Classics : 3"",""Action : 3"",""Children : 1"",""Sports : 4"",""Foreign : 3"",""Travel : 2""}"
124,"Scarlett Bening","{""Drama : 4"",""Games : 3"",""Children : 2"",""Music : 2"",""Foreign : 2"",""Sci-Fi : 2"",""Comedy : 2"",""Sports : 4"",""Travel : 2"",""New : 2"",""Classics : 1""}"
125,"Albert Nolte","{""Documentary : 2"",""Music : 1"",""Horror : 1"",""Foreign : "",""5Family : 4"",""Comedy : 3"",""Sports : 2"",""Sci-Fi : 4"",""Games : 1"",""Action : 3"",""Children : 2"",""Drama : 3""}"
126,"Frances Tomei","{""Sports : 3"",""Children : 2"",""Family : 2"",""Action : 2"",""Foreign : 1"",""Classics : 1"",""Sci-Fi : 2"",""Horror : 1"",""Animation : 1"",""Travel : 2"",""Documentary : 3"",""Comedy : 1"",""New : 2""}"
127,"Kevin Garland","{""Music : 3"",""Travel : 1"",""Horror : 1"",""Family : 3"",""Drama : 3"",""Sci-Fi : 1"",""Animation : 2"",""Games : 2"",""Action : 1"",""Documentary : 1"",""Children : "",""5Comedy : 4"",""Sports : 1"",""Foreign : 3"",""New : 1"",""Classics : 1""}"
128,"Cate Mcqueen","{""Classics : 1"",""New : 1"",""Sci-Fi : 3"",""Music : 2"",""Horror : 2"",""Travel : 1"",""Documentary : 3"",""Games : 2"",""Drama : 1"",""Family : 2"",""Animation : 4"",""Sports : 1"",""Action : 1"",""Comedy : 3"",""Children : 3""}"
129,"Daryl Crawford","{""Action : 1"",""Animation : 2"",""New : 1"",""Sci-Fi : 3"",""Travel : 1"",""Drama : 3"",""Comedy : 4"",""Games : 2"",""Foreign : "",""5Family : 2"",""Documentary : 2"",""Classics : 4""}"
130,"Greta Keitel","{""Foreign : 4"",""Classics : 3"",""Drama : 1"",""Music : 1"",""Horror : 2"",""Games : 1"",""Travel : 2"",""Animation : 2"",""Sports : 3"",""Sci-Fi : 3"",""Action : 3"",""Comedy : 1"",""Family : 1""}"
131,"Jane Jackman","{""Sports : 4"",""Foreign : 1"",""Sci-Fi : 1"",""Horror : 2"",""Children : 4"",""Classics : 1"",""Animation : 1"",""Documentary : 2"",""Music : 2"",""New : 3"",""Drama : 1"",""Family : 3""}"
132,"Adam Hopper","{""Action : 2"",""Foreign : 1"",""New : 2"",""Children : 1"",""Classics : 1"",""Sci-Fi : 3"",""Horror : 1"",""Comedy : 2"",""Documentary : 2"",""Drama : 1"",""Family : 3"",""Music : 3""}"
133,"Richard Penn","{""Sports : 1"",""Foreign : 1"",""Drama : 4"",""Children : 2"",""New : 4"",""Comedy : 3"",""Travel : 4"",""Action : 2"",""Family : 1"",""Music : 2"",""Documentary : 1"",""Sci-Fi : 3"",""Classics : 1"",""Horror : 1""}"
134,"Gene Hopkins","{""Music : 3"",""Children : 2"",""Classics : 1"",""Animation : 2"",""New : 1"",""Action : 3"",""Games : 2"",""Drama : 2"",""Documentary : 1"",""Family : 1"",""Comedy : 1"",""Travel : 1"",""Sci-Fi : 2""}"
135,"Rita Reynolds","{""Foreign : 3"",""New : 2"",""Family : 2"",""Animation : 1"",""Documentary : 1"",""Comedy : 2"",""Sports : 2"",""Classics : 2"",""Travel : 2"",""Horror : 2"",""Children : 1""}"
136,"Ed Mansfield","{""Music : 1"",""Children : 3"",""Family : 1"",""New : "",""5Sports : 3"",""Foreign : 1"",""Sci-Fi : 1"",""Documentary : 1"",""Action : 4"",""Games : 2"",""Travel : 1"",""Drama : 4"",""Classics : 1"",""Animation : 4""}"
137,"Morgan Williams","{""Animation : 6"",""Family : 3"",""Drama : 1"",""Action : 2"",""Travel : 1"",""Sci-Fi : 1"",""Sports : 6"",""Classics : 2"",""Children : 2"",""Comedy : 1"",""Foreign : 1"",""New : 1""}"
138,"Lucille Dee","{""Animation : 1"",""Children : 3"",""Foreign : 2"",""Games : 2"",""Travel : 2"",""Drama : 3"",""Classics : 1"",""Sports : 2"",""New : 1"",""Documentary : 1"",""Family : 2"",""Horror : 3"",""Music : 1""}"
139,"Ewan Gooding","{""Sports : 3"",""Documentary : 1"",""Children : 1"",""Classics : 3"",""Action : 1"",""Sci-Fi : 1"",""New : 2"",""Animation : 2"",""Music : "",""5Comedy : 1"",""Family : 1"",""Foreign : 2"",""Horror : 1"",""Travel : 3"",""Drama : 3"",""Games : 3""}"
140,"Whoopi Hurt","{""Sports : 4"",""Foreign : 2"",""Drama : 1"",""Family : 3"",""Comedy : 1"",""Children : "",""5Music : 1"",""Games : 3"",""Documentary : 3"",""Classics : 1"",""New : 2"",""Animation : 2"",""Horror : 4""}"
141,"Cate Harris","{""Music : 2"",""Classics : 3"",""Children : 3"",""Sci-Fi : 1"",""Games : 1"",""Foreign : "",""5Comedy : 1"",""Drama : 1"",""Family : 2"",""Action : 2"",""Travel : 1"",""Horror : 2"",""Animation : 2"",""Documentary : 2""}"
142,"Jada Ryder","{""Documentary : 4"",""Sports : 2"",""Classics : 1"",""Action : 3"",""Comedy : 1"",""Sci-Fi : 2"",""Games : 1"",""Travel : 1"",""Children : 4"",""Horror : 1"",""Animation : 3"",""Music : 1"",""Family : 2"",""New : 2"",""Drama : 3""}"
143,"River Dean","{""Games : 4"",""Documentary : 4"",""Children : 1"",""Foreign : 3"",""Action : 1"",""Drama : 3"",""Family : 2"",""Sports : 1"",""Travel : 4"",""Animation : 2"",""Comedy : "",""5Horror : 1""}"
144,"Angela Witherspoon","{""Travel : 4"",""Documentary : 3"",""Games : 1"",""Animation : 2"",""Drama : "",""5Sci-Fi : 1"",""Music : 1"",""Foreign : 1"",""Horror : 1"",""Comedy : 2"",""New : 2"",""Family : 1"",""Classics : 2"",""Sports : 6"",""Action : 3""}"
145,"Kim Allen","{""New : 2"",""Drama : 1"",""Sci-Fi : 3"",""Animation : "",""5Horror : 3"",""Foreign : 3"",""Action : 2"",""Documentary : 3"",""Children : 1"",""Sports : 2"",""Family : 1"",""Music : 1"",""Classics : 1""}"
146,"Albert Johansson","{""Children : 2"",""Drama : 4"",""Animation : 2"",""Horror : 2"",""New : 2"",""Documentary : "",""5Sci-Fi : 2"",""Classics : 2"",""Sports : 3"",""Comedy : 2"",""Music : 3"",""Foreign : 2"",""Games : 2""}"
147,"Fay Winslet","{""Horror : 2"",""Games : 3"",""Documentary : 3"",""Comedy : 3"",""Sci-Fi : 2"",""Children : 2"",""Travel : 1"",""Action : 1"",""New : 2"",""Family : 2"",""Music : 2"",""Sports : 1"",""Foreign : 2"",""Animation : 2"",""Classics : 3""}"
148,"Emily Dee","{""Drama : 2"",""Classics : 1"",""New : 1"",""Travel : 2"",""Sci-Fi : 1"",""Music : 2"",""Sports : 1"",""Children : 3"",""Foreign : 1""}"
149,"Russell Temple","{""Comedy : "",""5Sports : 2"",""Sci-Fi : 1"",""Travel : 3"",""Drama : 1"",""Family : 4"",""New : 3"",""Animation : 2"",""Music : 1"",""Foreign : 1"",""Games : 2"",""Children : 2"",""Classics : 1"",""Documentary : 3""}"
150,"Jayne Nolte","{""Travel : 3"",""Games : 3"",""New : 2"",""Music : 1"",""Animation : 6"",""Horror : 1"",""Action : 3"",""Sports : 2"",""Comedy : 1"",""Documentary : 2"",""Sci-Fi : 1"",""Classics : 2"",""Children : 4"",""Drama : 1"",""Family : 2""}"
151,"Geoffrey Heston","{""Horror : 3"",""Animation : 3"",""Foreign : 1"",""Sports : 2"",""Children : 1"",""Travel : 4"",""Sci-Fi : 1"",""Drama : 1"",""New : 1"",""Classics : 3"",""Family : 1"",""Action : 2"",""Games : 3""}"
152,"Ben Harris","{""Children : 2"",""Foreign : 3"",""Sports : 2"",""New : 1"",""Comedy : 2"",""Animation : 1"",""Sci-Fi : 1"",""Action : 4"",""Documentary : 1"",""Horror : 1"",""Games : 1"",""Family : 1"",""Classics : 3""}"
153,"Minnie Kilmer","{""Action : 1"",""Games : 1"",""Travel : 1"",""Classics : 3"",""Documentary : 1"",""Drama : 2"",""Foreign : 2"",""Family : 2"",""Comedy : 3"",""New : 2"",""Sci-Fi : 2""}"
154,"Meryl Gibson","{""Sports : 2"",""Children : 1"",""Action : 2"",""Documentary : 2"",""Music : 1"",""Animation : 4"",""Games : 2"",""Foreign : "",""5Comedy : 2"",""New : 1"",""Travel : 3"",""Drama : 2"",""Sci-Fi : 1""}"
155,"Ian Tandy","{""New : 1"",""Comedy : 1"",""Children : 2"",""Action : 2"",""Games : 2"",""Music : 4"",""Foreign : 3"",""Sci-Fi : 2"",""Animation : 1"",""Sports : 3"",""Drama : 1"",""Family : 1"",""Travel : 2"",""Classics : 1"",""Horror : 1"",""Documentary : 4""}"
156,"Fay Wood","{""Horror : 2"",""Foreign : 3"",""Animation : 1"",""Games : 1"",""New : 2"",""Sports : 2"",""Sci-Fi : 1"",""Music : 2"",""Travel : 1"",""Classics : 1"",""Comedy : 1"",""Drama : 3"",""Family : 2""}"
157,"Greta Malden","{""Horror : 4"",""Family : 1"",""Children : 1"",""Games : 3"",""New : 2"",""Animation : 2"",""Documentary : 4"",""Comedy : 2"",""Classics : 1"",""Sports : 2"",""Sci-Fi : 1"",""Foreign : 3"",""Action : 4"",""Travel : 2""}"
158,"Vivien Basinger","{""Family : 2"",""Sports : 3"",""Sci-Fi : 3"",""Documentary : 2"",""Games : 3"",""Horror : 3"",""Drama : 2"",""Travel : 2"",""Animation : 3"",""New : 1"",""Action : 2"",""Foreign : 1"",""Comedy : 3"",""Children : 3"",""Music : 2""}"
159,"Laura Brody","{""Comedy : 3"",""Drama : 3"",""Action : 2"",""Family : 1"",""Documentary : 2"",""Sports : 1"",""Animation : 2"",""Travel : 2"",""Music : 1"",""Children : 2"",""Foreign : 2"",""New : 2"",""Horror : 3""}"
160,"Chris Depp","{""Travel : 1"",""Horror : 2"",""Children : 2"",""Family : 1"",""Action : 2"",""New : 2"",""Drama : 1"",""Comedy : 2"",""Foreign : 2"",""Classics : 3"",""Music : 2""}"
161,"Harvey Hope","{""Documentary : 1"",""Classics : 2"",""Horror : 2"",""Travel : 1"",""Foreign : 3"",""Games : 3"",""Sci-Fi : 3"",""Children : 1"",""Sports : 1"",""Animation : 3"",""Family : 2"",""Action : 3"",""Comedy : 2"",""Drama : 1"",""Music : 1"",""New : 3""}"
162,"Oprah Kilmer","{""Music : 1"",""Travel : 1"",""Foreign : 1"",""Drama : 1"",""Documentary : 4"",""Comedy : 3"",""Animation : 2"",""New : 1"",""Sports : 3"",""Action : 3"",""Children : 2"",""Horror : 3""}"
163,"Christopher West","{""Horror : 2"",""Travel : 3"",""Comedy : 2"",""Animation : 1"",""Documentary : 1"",""New : 2"",""Action : 1"",""Classics : 3"",""Foreign : 1"",""Sports : 1"",""Sci-Fi : 1"",""Children : 3""}"
164,"Humphrey Willis","{""Comedy : 2"",""Music : 2"",""Documentary : 2"",""Foreign : 7"",""Action : 1"",""Children : 1"",""Family : 2"",""Animation : 2"",""Travel : 2"",""Classics : 1"",""New : 1"",""Sports : 2"",""Sci-Fi : 1""}"
165,"Al Garland","{""Action : "",""5Sci-Fi : 1"",""Sports : 2"",""Family : 2"",""New : 2"",""Foreign : 3"",""Classics : 1"",""Games : 1"",""Documentary : 1"",""Drama : 3"",""Animation : 2"",""Travel : 1"",""Children : 1"",""Horror : 1""}"
166,"Nick Degeneres","{""Animation : 1"",""Music : 3"",""New : 2"",""Comedy : 1"",""Children : 1"",""Sports : 1"",""Foreign : 1"",""Games : 1"",""Classics : 1"",""Drama : 4"",""Family : 1"",""Sci-Fi : 2"",""Documentary : 2"",""Action : 1""}"
167,"Laurence Bullock","{""Classics : 2"",""New : 1"",""Animation : 1"",""Sci-Fi : 1"",""Action : 3"",""Children : 3"",""Drama : 3"",""Family : 1"",""Music : 1"",""Comedy : 1"",""Horror : 2"",""Travel : 3"",""Sports : 2"",""Documentary : 2""}"
168,"Will Wilson","{""Classics : 2"",""Travel : 1"",""Horror : 2"",""Children : 3"",""Sports : "",""5Games : 3"",""Animation : "",""5New : 3"",""Sci-Fi : 1"",""Documentary : 1"",""Comedy : 1"",""Action : 3"",""Music : 1""}"
169,"Kenneth Hoffman","{""Documentary : 3"",""New : 4"",""Children : 1"",""Music : 2"",""Drama : 1"",""Foreign : 2"",""Horror : 2"",""Family : 3"",""Classics : 2"",""Sports : 1"",""Travel : 3"",""Animation : 5""}"
170,"Mena Hopper","{""Music : 1"",""Travel : 2"",""Games : 1"",""Documentary : 2"",""Drama : 2"",""Animation : 1"",""Action : 1"",""Comedy : 1"",""Classics : 4"",""Children : 1"",""Foreign : 3"",""Sports : 4"",""Family : 1""}"
171,"Olympia Pfeiffer","{""Travel : "",""5Family : 1"",""Classics : 1"",""Games : 3"",""Children : 3"",""Sports : 2"",""Animation : 3"",""Action : 2"",""Foreign : 1"",""Documentary : 2"",""Sci-Fi : 4"",""Drama : 1""}"
172,"Groucho Williams","{""Travel : 2"",""Comedy : 2"",""Sports : 1"",""New : 1"",""Foreign : "",""5Children : 3"",""Drama : 3"",""Family : 3"",""Games : 2"",""Animation : 1"",""Classics : 2""}"
173,"Alan Dreyfuss","{""Action : 1"",""Games : 1"",""Horror : 1"",""Music : 3"",""New : 1"",""Sci-Fi : 3"",""Documentary : 2"",""Comedy : 3"",""Travel : 2"",""Animation : 2"",""Drama : 1"",""Children : 4"",""Family : 3""}"
174,"Michael Bening","{""Foreign : 2"",""Games : 1"",""Drama : 3"",""Action : 2"",""Family : 3"",""Children : 3"",""Sci-Fi : 1"",""Travel : 2"",""Music : 2"",""Horror : 2"",""Sports : 1"",""New : 1"",""Documentary : 1""}"
175,"William Hackman","{""Classics : 2"",""Travel : 2"",""Sports : 3"",""New : 1"",""Horror : 2"",""Children : 2"",""Drama : 2"",""Documentary : 2"",""Action : 2"",""Foreign : 1"",""Comedy : 1"",""Family : 2"",""Games : 5""}"
176,"Jon Chase","{""Documentary : 2"",""Sci-Fi : 2"",""Drama : 4"",""Sports : 1"",""Action : "",""5Children : 2"",""Animation : 3"",""Family : 2"",""Foreign : 1"",""Horror : 2"",""New : 1"",""Travel : 2"",""Games : 2""}"
177,"Gene Mckellen","{""Sci-Fi : 3"",""Drama : 4"",""Foreign : 2"",""Family : 2"",""Games : 3"",""Comedy : 2"",""Sports : 3"",""Animation : 2"",""Travel : 1"",""Music : 3"",""New : 2""}"
178,"Lisa Monroe","{""Games : 2"",""Horror : 2"",""Animation : 1"",""Documentary : 3"",""Drama : 1"",""Comedy : 1"",""Sci-Fi : 2"",""Family : 1"",""Action : 1"",""Music : 1"",""Classics : 2"",""New : 2"",""Foreign : 1"",""Sports : 3""}"
179,"Ed Guiness","{""Comedy : 1"",""Action : 2"",""Sports : 3"",""Documentary : 4"",""Children : 3"",""Horror : 4"",""Games : 1"",""Animation : 2"",""Travel : 2"",""New : 1"",""Classics : 1"",""Sci-Fi : 2"",""Foreign : 3""}"
180,"Jeff Silverstone","{""Documentary : 2"",""Travel : 2"",""New : 3"",""Music : 1"",""Comedy : 1"",""Sports : 4"",""Classics : 1"",""Animation : 2"",""Horror : 2"",""Drama : 1"",""Family : 2"",""Sci-Fi : 1"",""Action : 2"",""Children : 1""}"
181,"Matthew Carrey","{""Comedy : 2"",""Sci-Fi : 2"",""Action : 4"",""Music : 2"",""Sports : 2"",""Children : 2"",""Travel : 4"",""Horror : 2"",""Foreign : 1"",""Animation : 4"",""Family : 3"",""Documentary : 1"",""Games : "",""5Classics : 2"",""Drama : 3""}"
182,"Debbie Akroyd","{""Sports : 2"",""New : 3"",""Foreign : 2"",""Children : 1"",""Comedy : 2"",""Sci-Fi : 1"",""Classics : 2"",""Animation : 1"",""Family : "",""5Horror : 2"",""Games : 1"",""Music : 1"",""Drama : 1""}"
183,"Russell Close","{""Comedy : 1"",""Documentary : 2"",""Sci-Fi : 2"",""Action : 1"",""Sports : 2"",""Music : 2"",""New : 1"",""Horror : 2"",""Games : 2"",""Family : 2"",""Travel : 1"",""Classics : 1""}"
184,"Humphrey Garland","{""Children : 1"",""Drama : 3"",""Foreign : "",""5Animation : 1"",""Action : 2"",""New : 2"",""Sci-Fi : 2"",""Sports : 1"",""Documentary : 4"",""Family : 1"",""Travel : 4"",""Games : 2"",""Horror : 1""}"
185,"Michael Bolger","{""Animation : 2"",""Games : 2"",""Documentary : 3"",""Music : 1"",""Travel : 2"",""New : 4"",""Sports : 1"",""Sci-Fi : 1"",""Drama : 2"",""Classics : 2"",""Action : 1"",""Family : 1"",""Comedy : 2"",""Foreign : 2"",""Horror : 3"",""Children : 1""}"
186,"Julia Zellweger","{""Music : 1"",""Games : 2"",""Travel : 1"",""Documentary : 1"",""Sci-Fi : 2"",""Classics : 2"",""Animation : 1"",""New : 2"",""Action : 1"",""Sports : 3""}"
187,"Renee Ball","{""Comedy : 2"",""Travel : 2"",""Games : 1"",""Foreign : 1"",""Drama : 3"",""Classics : 2"",""Sci-Fi : 2"",""Music : 3"",""Family : 2"",""Horror : 1"",""Children : 4"",""Action : 3"",""Sports : 3"",""New : 3"",""Documentary : 1""}"
188,"Rock Dukakis","{""Sci-Fi : 1"",""Sports : 6"",""Action : 1"",""Horror : 2"",""Classics : 2"",""Music : 1"",""Foreign : 3"",""Animation : 2"",""Documentary : 4"",""New : 1"",""Comedy : 2"",""Drama : 3"",""Travel : 2""}"
189,"Cuba Birch","{""Horror : 1"",""Animation : 1"",""Sports : 3"",""Action : 1"",""New : 1"",""Family : 3"",""Classics : 4"",""Children : 3"",""Drama : 2"",""Music : 1"",""Documentary : 2"",""Foreign : 1"",""Games : 1""}"
190,"Audrey Bailey","{""Action : 4"",""Documentary : 2"",""Drama : 1"",""New : 1"",""Animation : 1"",""Games : 1"",""Foreign : 2"",""Family : 3"",""Children : 1"",""Sci-Fi : 2"",""Sports : 1"",""Travel : 2"",""Music : "",""5Classics : 1""}"
191,"Gregory Gooding","{""New : 1"",""Travel : 2"",""Music : 2"",""Sports : 3"",""Comedy : 3"",""Animation : 3"",""Foreign : 3"",""Horror : 1"",""Documentary : 3"",""Children : 2"",""Sci-Fi : 2"",""Drama : 4"",""Games : 1""}"
192,"John Suvari","{""Documentary : 2"",""Comedy : 1"",""Animation : 2"",""Children : 2"",""Drama : 2"",""Music : 3"",""New : 3"",""Family : 1"",""Foreign : 2"",""Sports : 2"",""Horror : 1"",""Sci-Fi : 3"",""Games : 3"",""Classics : 2""}"
193,"Burt Temple","{""Music : 1"",""Animation : 1"",""Documentary : 4"",""Sci-Fi : 1"",""Drama : 1"",""Family : 1"",""Foreign : 2"",""New : 2"",""Games : 3"",""Travel : 1"",""Sports : 3"",""Comedy : 1"",""Classics : 2""}"
194,"Meryl Allen","{""New : 1"",""Games : 3"",""Sports : 4"",""Children : 1"",""Action : 1"",""Family : 1"",""Comedy : 1"",""Foreign : 3"",""Travel : 2"",""Music : 2"",""Horror : 2"",""Drama : 1""}"
195,"Jayne Silverstone","{""Family : 2"",""Animation : 1"",""Action : 3"",""Sports : 2"",""Foreign : 2"",""Documentary : 1"",""Classics : 1"",""Children : 1"",""Music : 2"",""Drama : 2"",""Sci-Fi : 2"",""Horror : 3"",""New : 2"",""Games : 3""}"
196,"Bela Walken","{""Documentary : 4"",""Foreign : 1"",""Classics : 2"",""Comedy : 6"",""Children : 3"",""Travel : 1"",""Games : 3"",""Family : 1"",""Music : 1"",""Action : 1"",""New : 1"",""Horror : 1"",""Sci-Fi : 1"",""Animation : 2"",""Drama : 2""}"
197,"Reese West","{""Sports : 3"",""Classics : 4"",""Family : 3"",""Sci-Fi : 2"",""New : 2"",""Animation : 2"",""Travel : 1"",""Action : 1"",""Drama : 3"",""Children : 1"",""Games : 2"",""Comedy : 1"",""Foreign : 3"",""Music : 1"",""Documentary : 2"",""Horror : 2""}"
198,"Mary Keitel","{""Games : 3"",""Documentary : 2"",""Family : 3"",""Comedy : 4"",""New : 2"",""Children : 2"",""Sci-Fi : 2"",""Music : 1"",""Drama : 3"",""Action : 3"",""Foreign : 2"",""Sports : 4"",""Classics : 3"",""Travel : 2"",""Animation : 4""}"
199,"Julia Fawcett","{""Animation : 3"",""Classics : 1"",""Foreign : 2"",""New : 2"",""Comedy : 2"",""Travel : 3"",""Family : 1"",""Action : 1""}"
200,"Thora Temple","{""Drama : 1"",""Family : 3"",""Children : 2"",""Classics : 3"",""Documentary : 2"",""New : 2"",""Sci-Fi : 3"",""Animation : 1"",""Sports : 1"",""Music : 2""}"
